date,Air Temperature,Dew Point,Relative Humidity,Wind Direction,Wind Speed,Solar Radiation(GHI)
7/6/2017 10:00,34.30,17.70,37.37,283.00,2.80,956.00
7/6/2017 11:00,33.90,17.80,38.47,283.00,2.80,880.00
7/6/2017 12:00,33.00,17.80,40.50,283.00,2.90,735.00
7/6/2017 13:00,31.60,17.90,44.10,284.00,2.90,564.00
7/6/2017 14:00,29.90,18.20,49.48,284.00,2.80,369.00
7/6/2017 15:00,28.00,18.60,56.73,284.00,2.60,173.00
7/6/2017 16:00,26.40,19.30,64.92,282.00,2.20,18.00
7/6/2017 17:00,25.50,20.10,71.87,280.00,1.90,0.00
7/6/2017 18:00,24.90,20.60,77.09,277.00,1.70,0.00
7/6/2017 19:00,24.50,20.90,80.44,274.00,1.40,0.00
7/6/2017 20:00,24.10,21.10,83.12,273.00,1.30,0.00
7/6/2017 21:00,23.80,21.20,85.15,276.00,1.30,0.00
7/6/2017 22:00,23.60,21.20,86.66,280.00,1.30,0.00
7/6/2017 23:00,23.50,21.30,87.60,282.00,1.30,0.00
7/7/2017 0:00,23.30,21.30,88.64,286.00,1.20,0.00
7/7/2017 1:00,23.20,21.20,88.76,286.00,1.20,0.00
7/7/2017 2:00,23.90,21.20,84.68,284.00,1.40,0.00
7/7/2017 3:00,25.60,21.00,75.79,281.00,1.70,94.00
7/7/2017 4:00,27.40,20.40,65.73,277.00,1.80,285.00
7/7/2017 5:00,29.20,19.60,56.37,274.00,1.90,493.00
7/7/2017 6:00,30.90,18.70,48.12,273.00,2.00,684.00
7/7/2017 7:00,32.50,17.60,41.19,274.00,2.20,840.00
7/7/2017 8:00,33.50,16.80,36.95,275.00,2.40,944.00
7/7/2017 9:00,34.00,16.30,34.92,278.00,2.60,1000.00
7/7/2017 10:00,34.10,16.00,34.05,281.00,2.70,982.00
7/7/2017 11:00,33.70,15.80,34.33,285.00,2.80,905.00
7/7/2017 12:00,33.00,15.70,35.47,290.00,2.80,773.00
7/7/2017 13:00,31.70,15.90,38.67,295.00,2.60,597.00
7/7/2017 14:00,30.00,16.50,44.27,299.00,2.40,393.00
7/7/2017 15:00,28.10,17.40,52.29,303.00,2.10,186.00
7/7/2017 16:00,26.30,18.50,62.34,306.00,1.70,24.00
7/7/2017 17:00,25.10,19.60,71.53,309.00,1.40,0.00
7/7/2017 18:00,24.40,20.40,78.25,311.00,1.30,0.00
7/7/2017 19:00,23.90,20.90,83.19,312.00,1.20,0.00
7/7/2017 20:00,23.60,21.20,86.63,315.00,1.10,0.00
7/7/2017 21:00,23.20,21.50,90.40,319.00,1.10,0.00
7/7/2017 22:00,23.00,21.80,92.71,325.00,1.00,0.00
7/7/2017 23:00,22.80,21.90,94.56,328.00,1.00,0.00
7/8/2017 0:00,22.60,21.90,95.88,337.00,1.00,0.00
7/8/2017 1:00,22.50,21.90,96.32,342.00,0.80,0.00
7/8/2017 2:00,23.20,21.80,92.03,342.00,0.70,0.00
7/8/2017 3:00,24.90,21.70,82.21,337.00,0.60,100.00
7/8/2017 4:00,27.10,20.70,68.14,325.00,0.60,297.00
7/8/2017 5:00,29.50,19.40,54.47,313.00,0.80,508.00
7/8/2017 6:00,32.00,17.70,42.56,302.00,1.10,703.00
7/8/2017 7:00,33.90,16.30,35.01,291.00,1.50,863.00
7/8/2017 8:00,35.20,15.50,31.00,287.00,1.90,970.00
7/8/2017 9:00,35.90,15.30,29.43,288.00,2.30,1023.00
7/8/2017 10:00,36.00,15.40,29.38,291.00,2.60,1003.00
7/8/2017 11:00,35.60,15.70,30.64,295.00,2.70,924.00
7/8/2017 12:00,34.60,16.10,33.17,300.00,2.80,783.00
7/8/2017 13:00,33.30,16.60,36.92,305.00,2.70,605.00
7/8/2017 14:00,31.60,17.30,42.36,310.00,2.50,399.00
7/8/2017 15:00,29.60,18.10,50.12,313.00,2.10,189.00
7/8/2017 16:00,27.50,19.30,61.01,315.00,1.70,24.00
7/8/2017 17:00,25.90,20.60,72.66,317.00,1.30,0.00
7/8/2017 18:00,24.90,21.60,81.95,316.00,1.10,0.00
7/8/2017 19:00,24.20,22.30,89.28,312.00,0.80,0.00
7/8/2017 20:00,23.70,22.80,94.46,307.00,0.70,0.00
7/8/2017 21:00,23.30,23.00,98.10,304.00,0.70,0.00
7/8/2017 22:00,23.10,23.10,99.72,304.00,0.70,0.00
7/8/2017 23:00,23.00,23.00,100.00,304.00,0.80,0.00
7/9/2017 0:00,22.80,22.80,100.00,307.00,0.80,0.00
7/9/2017 1:00,22.80,22.80,100.00,309.00,0.70,0.00
7/9/2017 2:00,23.60,22.90,95.95,306.00,0.70,0.00
7/9/2017 3:00,25.50,22.80,85.20,298.00,0.60,97.00
7/9/2017 4:00,28.10,22.00,69.34,297.00,0.80,293.00
7/9/2017 5:00,30.90,19.20,49.85,303.00,1.00,503.00
7/9/2017 6:00,33.30,16.50,36.59,301.00,1.40,696.00
7/9/2017 7:00,35.10,15.00,30.10,298.00,1.70,853.00
7/9/2017 8:00,36.30,14.10,26.58,298.00,1.90,959.00
7/9/2017 9:00,36.90,13.90,25.41,299.00,2.20,1010.00
7/9/2017 10:00,37.00,13.90,25.29,300.00,2.40,994.00
7/9/2017 11:00,36.60,14.00,25.93,303.00,2.60,913.00
7/9/2017 12:00,35.90,14.00,27.03,309.00,2.80,781.00
7/9/2017 13:00,34.70,14.10,29.11,316.00,2.80,603.00
7/9/2017 14:00,33.10,14.50,32.68,323.00,2.60,398.00
7/9/2017 15:00,31.00,15.30,38.78,328.00,2.20,190.00
7/9/2017 16:00,28.60,16.70,48.66,335.00,1.70,25.00
7/9/2017 17:00,26.80,18.30,59.76,345.00,1.40,0.00
7/9/2017 18:00,25.70,19.60,68.93,178.00,1.20,0.00
7/9/2017 19:00,24.70,20.50,77.37,7.00,1.10,0.00
7/9/2017 20:00,23.90,21.10,84.35,13.00,1.00,0.00
7/9/2017 21:00,23.40,21.50,88.93,17.00,1.00,0.00
7/9/2017 22:00,23.10,21.60,91.38,17.00,1.00,0.00
7/9/2017 23:00,23.00,21.60,91.98,17.00,1.00,0.00
7/10/2017 0:00,22.80,21.50,92.42,24.00,0.80,0.00
7/10/2017 1:00,22.60,21.20,92.06,31.00,0.80,0.00
7/10/2017 2:00,23.10,20.90,87.28,41.00,0.80,0.00
7/10/2017 3:00,25.00,20.40,75.70,48.00,0.80,95.00
7/10/2017 4:00,28.30,19.00,57.18,34.00,0.90,287.00
7/10/2017 5:00,31.70,14.60,35.60,187.00,1.10,494.00
7/10/2017 6:00,34.30,12.00,25.96,338.00,1.20,685.00
7/10/2017 7:00,36.20,10.70,21.38,314.00,1.40,840.00
7/10/2017 8:00,37.40,10.60,19.91,304.00,1.70,942.00
7/10/2017 9:00,38.10,10.80,19.39,304.00,2.00,1004.00
7/10/2017 10:00,38.30,11.20,19.76,308.00,2.30,984.00
7/10/2017 11:00,38.00,11.80,20.91,312.00,2.40,904.00
7/10/2017 12:00,37.20,12.50,22.87,318.00,2.60,765.00
7/10/2017 13:00,35.90,13.30,25.82,324.00,2.60,585.00
7/10/2017 14:00,33.90,14.20,30.55,330.00,2.60,378.00
7/10/2017 15:00,31.40,15.30,37.69,336.00,2.50,174.00
7/10/2017 16:00,28.90,16.80,48.14,342.00,2.30,17.00
7/10/2017 17:00,27.30,18.80,59.62,349.00,2.10,0.00
7/10/2017 18:00,26.40,20.30,69.05,356.00,1.90,0.00
7/10/2017 19:00,25.70,21.20,76.30,181.00,1.60,0.00
7/10/2017 20:00,25.10,21.70,81.69,4.00,1.40,0.00
7/10/2017 21:00,24.70,22.00,84.97,3.00,1.30,0.00
7/10/2017 22:00,24.40,22.20,87.43,1.00,1.20,0.00
7/10/2017 23:00,24.20,22.30,88.92,0.00,1.20,0.00
7/11/2017 0:00,23.80,22.20,91.03,4.00,1.00,0.00
7/11/2017 1:00,23.40,22.30,93.46,8.00,0.80,0.00
7/11/2017 2:00,24.00,22.40,90.58,183.00,0.70,0.00
7/11/2017 3:00,26.00,22.30,80.13,350.00,0.80,20.00
7/11/2017 4:00,28.60,20.70,62.39,341.00,1.00,163.00
7/11/2017 5:00,31.50,17.90,44.35,333.00,1.30,362.00
7/11/2017 6:00,34.30,15.60,32.64,323.00,1.60,521.00
7/11/2017 7:00,36.60,13.70,25.56,314.00,1.90,814.00
7/11/2017 8:00,38.00,12.80,22.29,312.00,2.20,918.00
7/11/2017 9:00,38.60,12.90,21.68,314.00,2.40,963.00
7/11/2017 10:00,38.60,13.30,22.23,316.00,2.50,942.00
7/11/2017 11:00,38.10,13.70,23.49,319.00,2.60,856.00
7/11/2017 12:00,37.10,14.10,25.55,322.00,2.70,717.00
7/11/2017 13:00,35.60,14.80,28.86,326.00,2.70,319.00
7/11/2017 14:00,33.50,15.60,34.18,329.00,2.60,270.00
7/11/2017 15:00,31.10,16.60,41.81,331.00,2.30,138.00
7/11/2017 16:00,28.90,18.20,52.45,332.00,2.10,3.00
7/11/2017 17:00,27.50,20.00,63.64,334.00,1.90,0.00
7/11/2017 18:00,26.70,21.30,72.29,336.00,1.70,0.00
7/11/2017 19:00,26.20,22.10,78.12,335.00,1.40,0.00
7/11/2017 20:00,25.70,22.50,82.73,330.00,1.10,0.00
7/11/2017 21:00,25.30,22.90,86.48,321.00,1.00,0.00
7/11/2017 22:00,24.90,23.10,89.62,314.00,0.90,0.00
7/11/2017 23:00,24.70,23.20,91.12,312.00,0.90,0.00
7/12/2017 0:00,24.20,23.20,93.91,306.00,0.80,0.00
7/12/2017 1:00,24.00,23.20,95.02,298.00,0.80,0.00
7/12/2017 2:00,24.60,23.20,92.08,284.00,0.80,0.00
7/12/2017 3:00,26.10,23.20,84.33,269.00,0.90,51.00
7/12/2017 4:00,28.20,22.20,69.77,263.00,0.90,229.00
7/12/2017 5:00,30.70,19.90,52.44,266.00,1.00,426.00
7/12/2017 6:00,33.00,17.70,40.27,272.00,1.30,610.00
7/12/2017 7:00,34.90,16.30,33.20,275.00,1.60,761.00
7/12/2017 8:00,36.30,15.40,28.93,279.00,1.90,864.00
7/12/2017 9:00,37.20,15.10,27.06,282.00,2.10,929.00
7/12/2017 10:00,37.40,15.00,26.54,287.00,2.30,912.00
7/12/2017 11:00,37.20,14.90,26.63,292.00,2.40,837.00
7/12/2017 12:00,36.40,14.90,27.84,299.00,2.40,709.00
7/12/2017 13:00,35.20,15.10,30.20,306.00,2.30,539.00
7/12/2017 14:00,33.60,15.70,34.30,310.00,2.20,344.00
7/12/2017 15:00,31.30,16.70,41.51,309.00,1.90,149.00
7/12/2017 16:00,28.90,18.20,52.47,306.00,1.60,6.00
7/12/2017 17:00,27.20,20.00,64.67,304.00,1.40,0.00
7/12/2017 18:00,26.20,21.40,74.90,303.00,1.10,0.00
7/12/2017 19:00,25.40,22.40,83.27,300.00,0.90,0.00
7/12/2017 20:00,24.90,22.90,88.69,294.00,0.70,0.00
7/12/2017 21:00,24.50,23.20,92.40,286.00,0.70,0.00
7/12/2017 22:00,24.20,23.40,95.32,277.00,0.70,0.00
7/12/2017 23:00,24.10,23.50,96.61,272.00,0.70,0.00
7/13/2017 0:00,24.00,23.60,97.49,262.00,0.80,0.00
7/13/2017 1:00,24.00,23.60,97.61,254.00,0.70,0.00
7/13/2017 2:00,24.60,23.60,94.27,243.00,0.80,0.00
7/13/2017 3:00,26.20,23.60,85.72,234.00,0.90,77.00
7/13/2017 4:00,28.50,23.10,72.39,232.00,1.00,263.00
7/13/2017 5:00,31.20,21.90,57.62,240.00,1.20,468.00
7/13/2017 6:00,33.80,19.80,43.75,253.00,1.50,659.00
7/13/2017 7:00,35.80,18.10,35.36,261.00,1.80,815.00
7/13/2017 8:00,36.80,17.40,31.98,266.00,2.20,921.00
7/13/2017 9:00,37.20,17.30,31.16,269.00,2.40,942.00
7/13/2017 10:00,37.20,17.30,31.13,272.00,2.60,932.00
7/13/2017 11:00,36.80,17.30,31.69,275.00,2.60,862.00
7/13/2017 12:00,36.00,17.20,32.97,279.00,2.50,745.00
7/13/2017 13:00,34.90,17.10,34.83,283.00,2.40,572.00
7/13/2017 14:00,33.20,17.20,38.59,285.00,2.10,373.00
7/13/2017 15:00,31.00,17.60,44.88,287.00,1.60,172.00
7/13/2017 16:00,28.70,18.50,53.98,286.00,1.10,17.00
7/13/2017 17:00,26.90,19.60,64.21,275.00,0.80,0.00
7/13/2017 18:00,25.70,20.40,72.56,247.00,0.50,0.00
7/13/2017 19:00,24.80,20.90,79.13,220.00,0.40,0.00
7/13/2017 20:00,24.20,21.20,83.56,208.00,0.50,0.00
7/13/2017 21:00,23.90,21.40,85.76,204.00,0.50,0.00
7/13/2017 22:00,23.60,21.40,87.65,199.00,0.50,0.00
7/13/2017 23:00,23.50,21.50,88.44,197.00,0.50,0.00
7/14/2017 0:00,23.00,21.50,91.41,187.00,0.70,0.00
7/14/2017 1:00,22.70,21.60,93.38,184.00,0.80,0.00
7/14/2017 2:00,23.30,21.60,90.24,183.00,1.00,0.00
7/14/2017 3:00,25.30,21.60,80.07,184.00,1.20,90.00
7/14/2017 4:00,28.00,21.00,65.77,192.00,1.20,284.00
7/14/2017 5:00,31.00,19.40,50.21,208.00,1.10,494.00
7/14/2017 6:00,34.10,17.20,36.71,230.00,1.20,690.00
7/14/2017 7:00,36.50,14.80,27.61,249.00,1.60,847.00
7/14/2017 8:00,37.80,13.90,24.26,259.00,2.00,956.00
7/14/2017 9:00,38.30,13.90,23.52,267.00,2.40,1016.00
7/14/2017 10:00,38.30,14.10,23.86,274.00,2.60,999.00
7/14/2017 11:00,37.80,14.30,24.90,283.00,2.70,919.00
7/14/2017 12:00,36.90,14.70,26.72,294.00,2.60,784.00
7/14/2017 13:00,35.80,14.70,28.49,306.00,2.30,607.00
7/14/2017 14:00,34.40,14.60,30.57,318.00,2.00,401.00
7/14/2017 15:00,31.90,14.70,35.41,330.00,1.40,190.00
7/14/2017 16:00,29.10,15.50,43.64,346.00,1.00,23.00
7/14/2017 17:00,27.20,16.70,52.61,182.00,0.80,0.00
7/14/2017 18:00,26.10,17.70,60.05,11.00,0.60,0.00
7/14/2017 19:00,25.50,18.30,64.44,14.00,0.60,0.00
7/14/2017 20:00,25.30,18.50,65.84,177.00,0.50,0.00
7/14/2017 21:00,25.00,18.60,67.58,270.00,0.40,0.00
7/14/2017 22:00,24.50,18.80,70.73,195.00,0.40,0.00
7/14/2017 23:00,24.30,19.10,72.75,190.00,0.50,0.00
7/15/2017 0:00,23.40,19.40,78.05,185.00,0.70,0.00
7/15/2017 1:00,22.90,19.60,81.61,183.00,0.80,0.00
7/15/2017 2:00,23.20,19.70,80.93,179.00,0.90,0.00
7/15/2017 3:00,25.20,19.70,71.77,175.00,0.90,97.00
7/15/2017 4:00,28.60,18.90,55.94,182.00,1.00,298.00
7/15/2017 5:00,32.40,16.00,37.29,202.00,1.00,514.00
7/15/2017 6:00,35.30,12.80,25.87,228.00,1.00,712.00
7/15/2017 7:00,37.20,11.60,21.57,252.00,1.20,875.00
7/15/2017 8:00,38.40,11.60,20.12,267.00,1.50,980.00
7/15/2017 9:00,39.00,11.70,19.64,275.00,1.90,1034.00
7/15/2017 10:00,39.00,12.00,20.03,279.00,2.20,1015.00
7/15/2017 11:00,38.60,12.40,21.00,282.00,2.30,935.00
7/15/2017 12:00,37.70,13.00,22.97,286.00,2.30,788.00
7/15/2017 13:00,36.40,13.60,25.66,290.00,2.20,605.00
7/15/2017 14:00,34.80,13.90,28.50,297.00,2.00,397.00
7/15/2017 15:00,32.20,14.20,33.69,310.00,1.60,185.00
7/15/2017 16:00,29.30,15.10,42.21,326.00,1.30,20.00
7/15/2017 17:00,27.30,16.50,51.68,341.00,1.10,0.00
7/15/2017 18:00,26.20,17.70,59.67,175.00,0.90,0.00
7/15/2017 19:00,25.40,18.70,66.40,4.00,0.90,0.00
7/15/2017 20:00,25.10,19.30,70.45,5.00,0.80,0.00
7/15/2017 21:00,25.10,19.60,71.68,181.00,0.50,0.00
7/15/2017 22:00,24.90,19.60,72.58,288.00,0.20,0.00
7/15/2017 23:00,24.80,19.60,72.73,216.00,0.10,0.00
7/16/2017 0:00,24.40,19.40,73.84,172.00,0.50,0.00
7/16/2017 1:00,24.10,19.20,74.20,166.00,0.80,0.00
7/16/2017 2:00,24.40,18.90,71.50,158.00,0.90,0.00
7/16/2017 3:00,26.20,18.60,62.99,156.00,0.90,91.00
7/16/2017 4:00,29.60,18.00,49.65,166.00,0.90,290.00
7/16/2017 5:00,33.40,14.80,32.71,191.00,0.80,505.00
7/16/2017 6:00,36.20,11.30,22.30,224.00,0.90,702.00
7/16/2017 7:00,37.90,11.10,20.09,250.00,1.20,863.00
7/16/2017 8:00,39.10,11.00,18.60,264.00,1.60,972.00
7/16/2017 9:00,39.70,11.00,18.01,273.00,2.00,1026.00
7/16/2017 10:00,39.90,11.00,17.91,281.00,2.20,1008.00
7/16/2017 11:00,39.50,11.40,18.72,289.00,2.50,925.00
7/16/2017 12:00,38.50,12.00,20.56,297.00,2.60,793.00
7/16/2017 13:00,37.10,12.60,23.16,308.00,2.60,611.00
7/16/2017 14:00,35.30,13.00,26.09,320.00,2.40,401.00
7/16/2017 15:00,32.60,13.50,31.45,334.00,1.90,189.00
7/16/2017 16:00,29.50,14.50,40.13,347.00,1.30,21.00
7/16/2017 17:00,27.60,15.90,48.88,177.00,1.20,0.00
7/16/2017 18:00,26.90,16.80,53.91,1.00,1.10,0.00
7/16/2017 19:00,26.60,17.20,56.31,181.00,1.00,0.00
7/16/2017 20:00,26.30,17.30,57.53,357.00,1.00,0.00
7/16/2017 21:00,25.90,17.10,58.50,350.00,1.00,0.00
7/16/2017 22:00,25.60,17.10,59.29,341.00,1.00,0.00
7/16/2017 23:00,25.50,17.00,59.55,337.00,1.00,0.00
7/17/2017 0:00,25.20,17.10,60.71,335.00,0.90,0.00
7/17/2017 1:00,25.20,17.10,60.67,337.00,0.80,0.00
7/17/2017 2:00,25.60,17.00,59.00,172.00,0.50,0.00
7/17/2017 3:00,27.10,17.10,54.21,15.00,0.40,84.00
7/17/2017 4:00,29.60,17.00,46.67,15.00,0.30,274.00
7/17/2017 5:00,32.70,16.30,37.42,152.00,0.40,479.00
7/17/2017 6:00,35.60,14.40,28.23,295.00,0.80,670.00
7/17/2017 7:00,37.40,14.10,25.02,289.00,1.30,824.00
7/17/2017 8:00,38.50,14.50,24.30,290.00,1.80,926.00
7/17/2017 9:00,39.10,14.90,24.12,293.00,2.20,981.00
7/17/2017 10:00,39.20,15.20,24.43,296.00,2.50,960.00
7/17/2017 11:00,38.70,15.60,25.69,301.00,2.70,878.00
7/17/2017 12:00,37.60,16.00,28.01,307.00,2.80,741.00
7/17/2017 13:00,36.10,16.40,31.17,314.00,2.80,564.00
7/17/2017 14:00,34.10,16.70,35.57,322.00,2.70,363.00
7/17/2017 15:00,31.80,17.30,41.92,330.00,2.40,163.00
7/17/2017 16:00,29.40,18.40,51.59,337.00,2.00,12.00
7/17/2017 17:00,27.70,19.90,62.41,344.00,1.70,0.00
7/17/2017 18:00,26.60,21.00,71.45,352.00,1.30,0.00
7/17/2017 19:00,25.70,21.80,79.02,356.00,1.00,0.00
7/17/2017 20:00,25.00,22.30,85.02,355.00,0.80,0.00
7/17/2017 21:00,24.40,22.60,89.70,350.00,0.70,0.00
7/17/2017 22:00,24.00,22.70,92.44,344.00,0.60,0.00
7/17/2017 23:00,23.80,22.70,93.41,340.00,0.60,0.00
7/18/2017 0:00,23.30,22.60,95.59,326.00,0.40,0.00
7/18/2017 1:00,23.00,22.40,96.40,303.00,0.40,0.00
7/18/2017 2:00,23.50,22.30,92.95,273.00,0.40,0.00
7/18/2017 3:00,25.20,22.10,82.75,256.00,0.50,79.00
7/18/2017 4:00,27.50,21.00,67.74,260.00,0.70,121.00
7/18/2017 5:00,30.20,19.20,51.84,272.00,1.00,479.00
7/18/2017 6:00,32.70,17.20,39.62,282.00,1.30,673.00
7/18/2017 7:00,34.80,15.60,31.84,288.00,1.70,829.00
7/18/2017 8:00,36.40,14.70,27.46,292.00,2.00,933.00
7/18/2017 9:00,37.20,14.20,25.50,297.00,2.30,994.00
7/18/2017 10:00,37.40,14.10,25.13,300.00,2.50,979.00
7/18/2017 11:00,37.10,14.20,25.62,304.00,2.60,904.00
7/18/2017 12:00,36.20,14.40,27.24,308.00,2.70,771.00
7/18/2017 13:00,34.80,14.60,29.90,313.00,2.70,594.00
7/18/2017 14:00,32.80,15.10,34.42,316.00,2.60,390.00
7/18/2017 15:00,30.50,15.90,41.34,319.00,2.30,182.00
7/18/2017 16:00,28.20,17.40,51.80,321.00,2.10,19.00
7/18/2017 17:00,26.60,19.10,63.62,325.00,1.80,0.00
7/18/2017 18:00,25.60,20.70,74.34,329.00,1.60,0.00
7/18/2017 19:00,25.00,21.80,82.22,333.00,1.40,0.00
7/18/2017 20:00,24.60,22.40,87.51,336.00,1.20,0.00
7/18/2017 21:00,24.20,22.80,92.07,337.00,1.10,0.00
7/18/2017 22:00,23.90,23.00,94.99,337.00,1.00,0.00
7/18/2017 23:00,23.70,23.20,96.82,337.00,1.00,0.00
7/19/2017 0:00,23.50,23.20,98.12,334.00,1.00,0.00
7/19/2017 1:00,23.50,23.10,97.83,331.00,1.00,0.00
7/19/2017 2:00,24.40,23.10,92.34,326.00,0.90,0.00
7/19/2017 3:00,26.40,23.00,81.71,315.00,0.90,87.00
7/19/2017 4:00,29.20,22.40,66.99,308.00,1.10,284.00
7/19/2017 5:00,32.20,20.30,49.60,306.00,1.50,498.00
7/19/2017 6:00,34.40,18.00,38.03,300.00,1.90,695.00
7/19/2017 7:00,35.90,17.20,33.09,293.00,2.20,855.00
7/19/2017 8:00,36.70,17.00,31.25,293.00,2.60,961.00
7/19/2017 9:00,37.00,17.20,31.21,296.00,2.90,1010.00
7/19/2017 10:00,36.80,17.50,32.19,302.00,3.20,990.00
7/19/2017 11:00,36.20,17.70,33.71,307.00,3.30,909.00
7/19/2017 12:00,35.40,17.80,35.43,311.00,3.30,772.00
7/19/2017 13:00,34.20,17.90,38.12,314.00,3.10,591.00
7/19/2017 14:00,32.70,18.20,42.13,316.00,2.90,384.00
7/19/2017 15:00,30.70,18.70,48.77,317.00,2.50,175.00
7/19/2017 16:00,28.80,19.60,57.53,318.00,2.10,17.00
7/19/2017 17:00,27.40,20.60,66.41,319.00,1.90,0.00
7/19/2017 18:00,26.40,21.30,73.73,320.00,1.70,0.00
7/19/2017 19:00,25.60,21.70,79.11,321.00,1.50,0.00
7/19/2017 20:00,24.90,21.80,83.14,323.00,1.30,0.00
7/19/2017 21:00,24.40,21.80,85.69,325.00,1.30,0.00
7/19/2017 22:00,23.90,21.90,88.33,328.00,1.30,0.00
7/19/2017 23:00,23.80,21.80,88.84,330.00,1.30,0.00
7/20/2017 0:00,23.40,21.80,90.80,338.00,1.20,0.00
7/20/2017 1:00,23.30,21.80,91.34,339.00,1.10,0.00
7/20/2017 2:00,23.90,21.80,88.11,335.00,0.90,0.00
7/20/2017 3:00,25.50,21.70,79.37,326.00,1.00,72.00
7/20/2017 4:00,27.70,20.90,66.62,316.00,1.20,253.00
7/20/2017 5:00,29.90,19.50,53.66,310.00,1.40,455.00
7/20/2017 6:00,32.00,18.00,43.40,304.00,1.60,640.00
7/20/2017 7:00,33.70,17.00,37.05,299.00,1.90,792.00
7/20/2017 8:00,34.80,16.40,33.61,295.00,2.20,897.00
7/20/2017 9:00,35.40,16.40,32.32,294.00,2.40,940.00
7/20/2017 10:00,35.50,16.40,32.25,292.00,2.60,921.00
7/20/2017 11:00,35.20,16.50,33.05,290.00,2.60,843.00
7/20/2017 12:00,34.50,16.70,34.75,288.00,2.60,717.00
7/20/2017 13:00,33.20,16.90,37.90,289.00,2.60,543.00
7/20/2017 14:00,31.50,17.30,42.82,293.00,2.50,345.00
7/20/2017 15:00,29.50,17.90,49.71,300.00,2.40,149.00
7/20/2017 16:00,27.60,18.60,58.18,310.00,2.20,7.00
7/20/2017 17:00,26.30,19.50,66.16,320.00,2.00,0.00
7/20/2017 18:00,25.50,20.20,72.37,328.00,1.80,0.00
7/20/2017 19:00,24.80,20.60,77.50,333.00,1.60,0.00
7/20/2017 20:00,24.30,20.80,81.09,335.00,1.30,0.00
7/20/2017 21:00,23.80,21.00,84.17,332.00,1.10,0.00
7/20/2017 22:00,23.50,21.00,85.99,327.00,1.00,0.00
7/20/2017 23:00,23.30,21.00,87.12,325.00,1.00,0.00
7/21/2017 0:00,22.90,21.00,88.99,326.00,0.80,0.00
7/21/2017 1:00,22.70,20.90,89.62,328.00,0.80,0.00
7/21/2017 2:00,23.40,20.80,85.51,329.00,0.70,0.00
7/21/2017 3:00,25.00,20.70,77.19,316.00,0.60,67.00
7/21/2017 4:00,27.10,19.90,64.62,287.00,0.70,249.00
7/21/2017 5:00,29.40,18.60,52.29,270.00,1.00,451.00
7/21/2017 6:00,31.60,17.60,43.28,270.00,1.30,641.00
7/21/2017 7:00,33.60,16.80,36.67,274.00,1.70,794.00
7/21/2017 8:00,35.20,16.20,32.37,277.00,2.00,898.00
7/21/2017 9:00,36.30,16.00,30.14,279.00,2.20,954.00
7/21/2017 10:00,36.60,16.20,29.96,282.00,2.50,935.00
7/21/2017 11:00,36.20,16.70,31.56,284.00,2.70,853.00
7/21/2017 12:00,35.10,17.30,34.87,286.00,2.90,722.00
7/21/2017 13:00,33.20,18.10,40.91,289.00,2.90,549.00
7/21/2017 14:00,30.80,19.00,49.56,295.00,2.80,351.00
7/21/2017 15:00,28.60,19.50,58.04,302.00,2.40,156.00
7/21/2017 16:00,27.00,19.70,64.53,309.00,2.00,11.00
7/21/2017 17:00,26.00,20.10,69.82,312.00,1.50,0.00
7/21/2017 18:00,25.40,20.30,73.44,312.00,1.10,0.00
7/21/2017 19:00,24.80,20.50,76.82,306.00,0.90,0.00
7/21/2017 20:00,24.30,20.60,79.87,298.00,0.80,0.00
7/21/2017 21:00,24.00,20.70,81.94,291.00,0.80,0.00
7/21/2017 22:00,23.70,20.80,83.91,284.00,0.70,0.00
7/21/2017 23:00,23.50,20.90,85.40,281.00,0.70,0.00
7/22/2017 0:00,23.30,21.00,86.81,269.00,0.70,0.00
7/22/2017 1:00,23.20,21.00,87.47,260.00,0.60,0.00
7/22/2017 2:00,23.80,21.00,84.52,249.00,0.60,0.00
7/22/2017 3:00,25.40,21.00,76.75,238.00,0.70,71.00
7/22/2017 4:00,27.40,20.50,66.14,238.00,0.90,256.00
7/22/2017 5:00,29.60,19.60,55.07,246.00,1.10,462.00
7/22/2017 6:00,31.80,18.50,45.20,255.00,1.50,656.00
7/22/2017 7:00,33.60,17.50,38.33,260.00,1.90,811.00
7/22/2017 8:00,34.80,17.00,34.86,263.00,2.20,919.00
7/22/2017 9:00,35.40,17.00,33.72,267.00,2.50,947.00
7/22/2017 10:00,35.50,17.30,34.05,269.00,2.60,928.00
7/22/2017 11:00,35.00,17.60,35.73,271.00,2.70,849.00
7/22/2017 12:00,34.10,17.90,38.41,274.00,2.70,712.00
7/22/2017 13:00,32.60,18.30,42.80,279.00,2.60,533.00
7/22/2017 14:00,30.70,18.70,48.95,285.00,2.40,332.00
7/22/2017 15:00,28.90,19.10,55.42,291.00,2.10,139.00
7/22/2017 16:00,27.20,19.40,62.39,297.00,1.70,4.00
7/22/2017 17:00,26.00,19.80,68.62,302.00,1.40,0.00
7/22/2017 18:00,25.20,20.10,73.23,305.00,1.10,0.00
7/22/2017 19:00,24.50,20.20,77.13,305.00,0.90,0.00
7/22/2017 20:00,23.90,20.30,80.38,306.00,0.70,0.00
7/22/2017 21:00,23.60,20.40,82.07,310.00,0.60,0.00
7/22/2017 22:00,23.30,20.40,83.71,319.00,0.60,0.00
7/22/2017 23:00,23.20,20.40,84.19,323.00,0.60,0.00
